id;ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
5436;1;2004;2013;2016;ESP31382;ESP1180;R Léon Sestier;0 à 10 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;N/A;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5437;5;2004;2015;2020;ESP24239;ESP995;Prc Echangeurs Bastion St Roch;10 à 20 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
5438;2;2004;2014;2014;ESP15473;ESP817;Jard Hoche P Fugain buttes;20 à 30 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Présence de fructifications, Codominé.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
5439;6;2004;2014;2014;ESP24408;ESP247;R Esmonin sép face IMT;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5440;5;2004;2015;2017;ESP14796;ESP449;R Manteyer 01à13 ang J O;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Phellin sur une petite branche dans le houppier;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
5441;6;2004;2014;N/A;ESP25818;ESP36;Stade VO pourtour;30 à 40 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;éCHAUDER;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
5442;6;2004;2015;2018;ESP7334;ESP759;R des trois épis 13 à 20;30 à 40 cm;N/A;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5443;2;2009;2014;2014;ESP30626;ESP290;R Hoche;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Blessure avec régression du bourrelet;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5444;3;2004;2013;N/A;ESP3248;ESP116;Crs Libération Beauvert Alliés;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5445;6;2007;2015;N/A;ESP27483;ESP921;Jard des Poêtes;0 à 10 cm;persica;passages fréquents ou arrêts;Parrotia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
5446;1;2004;2014;N/A;ESP5414;ESP1281;R Emile Gueymard;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;trottoir déformé;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5447;3;2004;2015;2018;ESP4989;ESP873;Bd J Vallier voie tram impair;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5448;4;2004;2015;2017;ESP3593;ESP685;Prc Pompidou pourtour rocaille;N/A;coromaria;quelques passages;Malus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;cépée dépérissant;ESP174;Arbre d'espaces ouverts;Arbre vieillissant;Arbre vieillissant;N/A;Controle;non;N/A;Charlottae;vigueur intermédiaire
5449;4;2004;2014;2019;ESP25931;ESP1242;Pc Pompidou al du parc 05 à 13;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Bâti, Légères nécroses à la base du houppier, Surveillance pathologique;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
5450;2;2004;2014;2015;ESP18195;ESP592;Parc 2 R Hermin tour Vercors;30 à 40 cm;campestris;passages fréquents et arrêts fréquents;Ulmus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Racines chignonées, Contrainte de bâti.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5451;4;2004;2014;N/A;ESP30562;ESP502;R Kennedy Jacquard  Pompidou;0 à 10 cm;siliquastrum;passages fréquents et arrêts fréquents;Cercis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
5452;4;2004;2015;2018;ESP23687;ESP156;Ch Gordes Est conservatoire;40 à 50 cm;sylvatica;passages fréquents et arrêts fréquents;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5453;3;2004;2015;2018;ESP20865;ESP873;Bd J Vallier voie tram impair;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5454;1;2014;2014;2019;ESP33334;ESP33630;Av Martyrs Tram Sud Horowitz;10 à 20 cm;tulipifera;passages fréquents ou arrêts;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
5455;1;2004;2014;2015;ESP26053;ESP794;Cité F Gauthier abord bati;80 à 90 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5456;2;2004;2014;N/A;ESP17208;ESP348;Pl André Malraux bord du park;10 à 20 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5457;5;2004;2015;2017;ESP15191;ESP176;Av La Bruyère Fenelon  Florian;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Têtes de chat : cavités + pourritures;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;oui;N/A;N/A;vigueur intermédiaire
5458;1;2014;2014;2020;ESP32528;ESP12;Cité F Gauthier pel de l'arche;10 à 20 cm;incana;passages fréquents ou arrêts;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
5459;4;2004;2015;N/A;ESP9824;ESP989;Parc du Clos d'Or Stalingrad;30 à 40 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Port tortueux;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;N/A;vigoureux
5460;3;2004;2013;N/A;ESP18050;ESP1228;Cité Mistral R P Strauss;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vieillissement dépérissement
5461;6;2004;2015;2020;ESP26426;ESP1270;R C Kogan n 08 et 8bis;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Juglans;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5462;3;2004;2013;N/A;ESP13021;ESP872;Pc Ch Elysés Ouest;20 à 30 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5463;2;2004;2015;2020;ESP16163;ESP278;Cimetière du Grand Sablon;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5464;3;2004;2013;N/A;ESP24922;ESP872;Pc Ch Elysés Ouest;70 à 80 cm;abies;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5465;2;2004;2014;2014;ESP18538;ESP824;Jard Hoche entrée Nord Est;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Groupe de 3 brins à supprimer au profit du voisin;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vieillissement dépérissement
5466;2;2004;2014;2014;ESP1995;ESP170;Jard Hoche accés R de Narvick;80 à 90 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Lierre.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;Italica;vigueur intermédiaire
5467;2;2004;2015;2016;ESP28120;ESP344;Esplan ceinture Sud-Ouest;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Têtes de chat - cavités + pourritures dans le houppier - Réduction tous les 2-3 ans;ESP151;Arbre de voirie;Arbre adulte;Arbre vieillissant;N/A;Taille mise en sécurité;oui;Alignement;N/A;vieillissement dépérissement
5468;6;2004;2013;2016;ESP4561;ESP432;Prc La Bruyère NORD mail centr;30 à 40 cm;tomentosa;quelques passages;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
5469;5;2004;2015;2018;ESP29957;ESP720;Prc Echangeurs Valmy Gallieni;40 à 50 cm;acerifolia;passages fréquents ou arrêts;Platanus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Essence ne correspondant pas sur le terrain;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5470;2;2009;2015;2017;ESP23782;ESP495;Cimetière St Roch;0 à 10 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5471;3;2004;2014;2019;ESP12504;ESP662;Pc Savane pelouses Nord;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Casse de branches d'origine climatique, Nombreuses déchirures, Bois mort en suspension, Piétinement des racines.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Wierii;vigoureux
5472;2;2006;2015;2017;ESP13235;ESP495;Cimetière St Roch;70 à 80 cm;N/A;passages fréquents et arrêts fréquents;Thuja;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre vieillissant;Arbre vieillissant;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5473;6;2014;2014;2020;ESP33607;ESP542;Allée des Deux Mondes pair;10 à 20 cm;ornus;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
5474;2;2004;2015;2020;ESP22053;ESP278;Cimetière du Grand Sablon;20 à 30 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5475;2;2004;2013;N/A;ESP2674;ESP1207;R Lesdiguières Ouest Gambetta;20 à 30 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigueur intermédiaire
5476;1;2014;2014;2019;ESP33274;ESP1179;R Jules Horowitz;10 à 20 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
5477;5;2004;2013;2016;ESP17091;ESP1424;R G Philippe n 12 à 28;20 à 30 cm;floribunda;passages fréquents et arrêts fréquents;Malus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigueur intermédiaire
5478;3;2004;2014;2019;ESP15399;ESP1076;Pc Savane le long Rh Danube;40 à 50 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Wierii;vigoureux
5479;5;2004;2013;N/A;ESP24961;ESP641;Av J d'Arc Clémenceau Perraut;50 à 60 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;var. Wieri;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Wierii;vigoureux
5480;3;2004;2013;2012;ESP3634;ESP872;Pc Ch Elysés Ouest;50 à 60 cm;biloba;passages fréquents et arrêts fréquents;Ginkgo;N/A;N/A;Arbre à abattre immédiatement;de 1 à 5 ans;N/A;dépérissant;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5481;2;2004;2014;N/A;ESP26956;ESP285;Pl de Metz;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. Wieri;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;Wierii;vigoureux
5482;2;2004;2014;2014;ESP24098;ESP817;Jard Hoche P Fugain buttes;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;N/A;vigoureux
5483;4;2004;2014;2015;ESP21159;ESP878;Parc Soulage;30 à 40 cm;excelsior;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5484;4;2004;2013;N/A;ESP21117;ESP886;R Lebrix ang L Lagrange;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
5485;2;2004;2015;2017;ESP16904;ESP495;Cimetière St Roch;40 à 50 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépé de plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5486;4;2004;2015;2017;ESP14807;ESP655;Sq Foch ang Mangin;30 à 40 cm;acerifolia;passages fréquents ou arrêts;Platanus;N/A;N/A;Arbre à abattre dans les 10 ans;de 11 à 20 ans;N/A;Présence de phellin à surveiller car peu développé piyr l'instant;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5487;1;2004;2014;N/A;ESP24885;ESP483;R des Arts;10 à 20 cm;siliquastrum;passages fréquents et arrêts fréquents;Cercis;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
5488;6;2004;2015;2017;ESP4660;ESP100;Arrèt tram La Bruyère Pl ouest;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5489;2;2004;2014;2014;ESP18613;ESP578;R Lanoyerie talus voie ferrée;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Champignons en touffes répartis tout autour du collet, racines abimées : doute sur la tenue racinaire;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Abattage;oui;N/A;N/A;vigoureux
5490;1;2014;2014;2020;ESP32901;ESP32839;Crs Jaurès pair de PHD/ Lorr;10 à 20 cm;cappadocicum;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
5491;1;2004;2014;2014;ESP30904;ESP794;Cité F Gauthier abord bati;10 à 20 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vieillissement dépérissement
5492;3;2006;2013;N/A;ESP12645;ESP724;Pc Ch Elysés Ouest du lac;70 à 80 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5493;4;2004;2013;2014;ESP1455;ESP241;R Stalingrad ang E Zola;N/A;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
5494;2;2004;2014;2014;ESP18949;ESP1038;Jard Plantes centre;10 à 20 cm;pomifera;passages fréquents et arrêts fréquents;Maclura;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;La taille doit être légère, taille à effectuer sur les rameaux qui partent vers l'intérieur du houppier;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
5495;5;2004;2014;2014;ESP19724;ESP720;Prc Echangeurs Valmy Gallieni;40 à 50 cm;N/A;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5496;2;2004;2014;2017;ESP13479;ESP817;Jard Hoche P Fugain buttes;20 à 30 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
5497;6;2004;2015;2017;ESP8153;ESP473;Av LBruyère de Peupliers Tram;50 à 60 cm;robusta;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5498;1;2004;2013;N/A;ESP17448;ESP194;Terminus Tram Esclangon;10 à 20 cm;americana;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5499;6;2004;2015;2017;ESP8069;ESP771;Allée des Romantiques impair;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5500;3;2004;2013;N/A;ESP17223;ESP116;Crs Libération Beauvert Alliés;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5501;3;2004;2013;N/A;ESP29443;ESP124;Stade Bachelard;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5502;4;2004;2013;N/A;ESP21399;ESP416;R Léo Lagrange voie ferrée;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Chicots de bois à retailler proprement;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5503;3;2004;2014;2018;ESP2049;ESP365;Allée du Lys Rouge park CODASE;30 à 40 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
5504;4;2007;2013;N/A;ESP9350;ESP28;R Alliés dev POINT P;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5505;5;2004;2014;2015;ESP15197;ESP629;Ec mat du Gand Chatelet n 01;30 à 40 cm;americana;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5506;4;2004;2014;2016;ESP1516;ESP1242;Pc Pompidou al du parc 05 à 13;20 à 30 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Bâti.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
5507;6;2004;2015;2016;ESP30654;ESP913;Allée des Deux Mondes impair;0 à 10 cm;ornus;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
5508;1;2014;2014;2020;ESP33238;ESP165;Re G Eiffel/ P Payerne;10 à 20 cm;angustifolia;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;Raywood;vigoureux
5509;6;2004;2015;2017;ESP5771;ESP1408;Av Constantine Bourse Travail;20 à 30 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;oui;N/A;N/A;vigoureux
5510;6;2004;2015;2018;ESP29671;ESP559;Av Constantine park Cascateles;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
